year,value,Upper confidence interval,Lower confidence interval,metric,timeseries,Coastwide,Columbia River North to Canadian border,Newport Line North to Canadian border,Cape Mendocino North to Canadian border,Cape Mendocino South to Mexican border,Point Reyes South to Mexican border,Point Conception South to Mexican border,
2011,0.527799823,NA,NA,1-lambda,Ichth OR Spr Simp,0,0,1,0,0,0,0,
2005,0.485866396,NA,NA,1-lambda,Ichth OR Sum Simp,0,0,1,0,0,0,0,
2006,0.632737249,NA,NA,1-lambda,Ichth OR Sum Simp,0,0,1,0,0,0,0,
2007,0.54593104,NA,NA,1-lambda,Ichth OR Sum Simp,0,0,1,0,0,0,0,
2008,0.468716159,NA,NA,1-lambda,Ichth OR Sum Simp,0,0,1,0,0,0,0,
2009,0.5,NA,NA,1-lambda,Ichth OR Sum Simp,0,0,1,0,0,0,0,
2010,0.301288673,NA,NA,1-lambda,Ichth OR Sum Simp,0,0,1,0,0,0,0,
2011,0.533271605,NA,NA,1-lambda,Ichth OR Sum Simp,0,0,1,0,0,0,0,
1998,0.362315667,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
1999,0.329862354,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2000,0.320026962,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2001,0.360450708,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2002,0.440431153,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2003,0.397051806,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2004,0.372258166,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2005,0.306048605,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2006,0.342673556,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2007,0.400932776,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2008,0.39460946,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2009,0.301230584,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2010,0.30848318,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2011,0.384241385,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
2012,0.327200625,NA,NA,1-lambda,Coastal pelagics-Simp,0,0,1,0,0,0,0,
1998,3.586206897,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
1999,2.88372093,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2000,3.019230769,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2001,3.469879518,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2002,3.885057471,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2003,4.457446809,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2004,4.76344086,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2005,3.368932039,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2006,3.561904762,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2007,3.932432432,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2008,4.329268293,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2009,3.654761905,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2010,3.535714286,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2011,3.593023256,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2012,2.530864198,NA,NA,No. of species,Coastal pelagics-Spp No,0,0,1,0,0,0,0,
2003,3.716464993,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2004,3.721379511,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2005,3.694491753,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2006,3.70566531,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2007,3.685735517,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2008,3.664417334,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2009,3.653079977,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2010,3.64385638,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2011,3.659439897,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2012,3.64533814,NA,NA,Mean trophic level,GF MTL coastwide,1,0,0,0,0,0,0,
2003,3.761653511,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2004,3.772804261,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2005,3.729693516,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2006,3.734486265,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2007,3.712919713,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2008,3.680592447,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2009,3.678503796,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2010,3.656825878,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2011,3.684057098,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2012,3.664441804,NA,NA,Mean trophic level,GF MTL north,0,0,0,1,0,0,0,
2003,3.619708089,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2004,3.634507926,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2005,3.632822452,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2006,3.656975093,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2007,3.631983805,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2008,3.638578874,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2009,3.61229067,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2010,3.624384085,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2011,3.619886302,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2012,3.617246419,NA,NA,Mean trophic level,GF MTL south,0,0,0,0,1,0,0,
2003,0.218001499,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2004,0.196196545,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2005,0.221354927,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2006,0.213532264,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2007,0.209552247,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2008,0.218253784,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2009,0.235051819,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2010,0.273098688,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2011,0.254436065,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2012,0.247447144,NA,NA,Ratio,Scav ratio,1,0,0,0,0,0,0,
2003,0.205296165,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2004,0.149271982,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2005,0.191969313,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2006,0.17304722,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2007,0.171822926,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2008,0.172956593,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2009,0.193728987,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2010,0.224657356,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2011,0.213115411,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2012,0.221482088,NA,NA,Ratio,Scav ratio - north,0,0,0,1,0,0,0,
2003,0.245205948,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2004,0.275465987,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2005,0.272835027,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2006,0.281927835,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2007,0.284154991,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2008,0.290165291,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2009,0.301349088,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2010,0.345828094,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2011,0.320426827,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
2012,0.285628463,NA,NA,Ratio,Scav ratio - south,0,0,0,0,1,0,0,
1996,-0.365971025,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
1997,-0.368551317,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
1998,-0.578439681,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
1999,0.094624245,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2000,0.187179357,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2001,0.147731087,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2002,0.279571839,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2003,-0.075199172,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2004,0.054233801,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2005,-0.773871896,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2006,0.140131558,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2007,0.136010073,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2008,0.310959645,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2009,0.136154111,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2010,0.252936549,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2011,0.422500829,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2012,0.404170792,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
2013,0.354923414,NA,NA,Anomaly,N Cop Anom - summer,0,0,1,0,0,0,0,
1996,0.138144514,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
1997,-0.451471219,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
1998,-0.55349403,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
1999,-0.069305277,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2000,-0.014313792,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2001,0.313843674,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2002,0.351764031,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2003,-0.043238629,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2004,-0.342974965,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2005,-0.316735297,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2006,-0.135753689,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2007,0.13366956,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2008,0.4256657,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2009,0.253120149,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2010,-0.172796002,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2011,0.440051355,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2012,0.412770811,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
2013,0.299776334,NA,NA,Anomaly,N Cop Anom - winter,0,0,1,0,0,0,0,
1990,0.171740369,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1991,0.044926206,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1992,0,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1993,0.035311709,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1994,0.092657429,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1995,0.45552634,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1996,0.087458283,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1997,1.338160011,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1998,0.015403271,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1999,0,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2000,0.422273453,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2001,0.775345269,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2002,,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2003,,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2004,,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2005,0.083177662,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2006,0.029287909,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2007,0.070563088,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2008,1.337327382,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2009,0.390498042,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2010,0,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2011,0.524470338,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2012,0,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
2013,0.091409002,NA,NA,Std abundance,Aurelia - Central CA,0,0,0,0,0,1,0,
1990,0.239537916,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1991,0.274749314,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1992,1.388719669,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1993,0.559053308,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1994,0.456916763,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1995,0.74114748,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1996,0.51598055,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1997,0.705928919,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1998,0.074709249,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1999,0,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2000,0.785587218,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2001,0.414682199,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2002,,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2003,,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2004,,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2005,0.033132089,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2006,0.125251917,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2007,0.192022411,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2008,0.404832064,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2009,0.196898607,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2010,1.282590144,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2011,1.049791274,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2012,0.595785211,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
2013,0.497097738,NA,NA,Std abundance,Chrysaora - Central CA,0,0,0,0,0,1,0,
1999,-1.161744989,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2000,-1.115998031,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2001,0.004571395,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2002,0.398503534,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2003,-0.321202397,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2004,1.95713474,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2005,-0.342227514,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2006,0.665822879,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2007,0.667440196,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2008,1.766522415,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2009,-0.175874939,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2010,-1.040215192,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2011,-0.98638165,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
2012,-0.316350447,NA,NA,Std abundance,Chrysaora - OR & WA - June,0,0,1,0,0,0,0,
1999,-0.599573351,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2000,0.333624536,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2001,-0.347815124,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2002,0.198885566,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2003,-0.351030604,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2004,-0.660909489,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2005,-0.373711837,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2006,-0.399660412,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2007,3.099282784,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2008,0.965898475,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2009,-0.23797019,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2010,-0.685233037,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2011,-0.447512281,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
2012,-0.494275036,NA,NA,Std abundance,Chrysaora - OR & WA - Sept,0,0,1,0,0,0,0,
1999,2.690960166,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2000,0.285256991,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2001,-0.707365576,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2002,0.185793799,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2003,-0.541593588,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2004,-0.383859031,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2005,-0.787237533,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2006,1.021686487,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2007,-0.787237533,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2008,-0.539584231,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2009,-0.081953078,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2010,-0.714398327,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2011,-0.699328146,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
2012,1.058859599,NA,NA,Std abundance,Aequorea - OR & WA - June,0,0,1,0,0,0,0,
1999,1.381348343,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2000,-0.773756664,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2001,-0.766493431,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2002,0.175651656,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2003,-0.11591527,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2004,-0.783095107,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2005,-0.773756664,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2006,-0.871291508,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2007,-0.874404322,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2008,-0.625379189,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2009,2.412727437,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2010,0.562678218,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2011,0.673701923,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
2012,0.377984577,NA,NA,Std abundance,Aequorea - OR & WA - Sept,0,0,1,0,0,0,0,
